"","unknown","joy","sadness","anger","surprise","fear","disgust"
"sbsirasriba",0,1,1,0,0,0,0
"sbsirjadejaba",1,0,0,0,0,0,0
"sbsjacobtalkba",1,0,0,0,0,0,0
"sbsmwnycba",6,0,0,0,0,0,0
"sbsnoopingba",1,0,0,0,0,0,0
"sbsnowdayba",5,0,0,0,0,0,0
"sbsochiba",4,0,0,0,0,0,0
"sbsocialmediaba",2,0,0,0,0,0,0
"sbsocialscattererbafrom",1,0,0,0,0,0,0
"sbsoldiersba",1,0,0,0,0,0,0
"sbsoniaba",1,0,0,0,0,0,0
"sbsoniagandhibaa",1,0,0,0,0,0,0
"sbsonigandhiba",0,0,1,0,0,0,0
"sbsoscometofloridaba",4,0,0,0,0,0,0
"sbspencertellsba",5,0,0,0,0,0,0
"sbsreehariba",1,0,0,0,0,0,0
"sbsreevathssba",1,0,0,0,0,0,0
"sbsrivatsaybba",2,0,0,0,0,0,0
"sbstalkingba",1,0,0,0,0,0,0
"sbstanniversarynotersba",4,0,0,0,0,0,0
"sbstarsstripesandmaplesyrupba",2,0,0,0,0,0,0
"sbstrtlkba",0,1,0,0,0,0,0
"sbsuhasinihba",1,0,0,0,0,0,0
"sbsuhelsethba",1,0,0,0,0,0,0
"sbsumitsaurabhba",0,0,1,0,0,0,0
"sbsunainaachadhaba",1,0,0,0,0,0,0
"sbsunetracba",1,0,0,0,0,0,0
"sbsuniljaniba",1,0,0,0,0,0,0
"sbsuperwomantomumbaiba",11,0,0,0,0,0,0
"sbsuryaba",1,0,0,0,0,0,0
"sbsuryarayba",3,0,0,0,0,0,0
"sbsushmaswarajbjpba",6,0,0,0,0,0,0
"sbswamyba",6,3,0,1,0,0,0
"sbswspotba",2,0,0,0,0,0,0
"sbtajinderbaggaba",1,0,0,0,0,0,0
"sbtamilnaduba",0,0,0,1,0,0,0
"sbtanviiba",0,1,0,0,0,0,0
"sbtaxingnamorallyba",1,0,0,0,0,0,0
"sbtelanganaba",10,0,0,0,0,1,0
"sbtelanganabillba",3,0,0,0,0,0,0
"sbtelanganabillblackoutba",1,0,0,0,0,0,0
"sbtelecomba",1,0,0,0,0,0,0
"sbtelenganaba",2,0,0,0,0,0,0
"sbtelenganabillbawht",1,0,0,0,0,0,0
"sbtelenganablackoutinparliamentba",1,0,0,0,0,0,0
"sbthebakramanba",1,0,0,0,0,0,0
"sbthefraudmalluba",1,0,0,0,0,0,0
"sbthemastermentalistba",1,0,0,0,0,0,0
"sbthenewshourba",1,0,0,0,0,0,0
"sbtherahulmahajanba",1,0,0,0,0,0,0
"sbthetanmayba",2,0,0,0,0,0,0
"sbtimesnowba",10,1,1,0,0,1,0
"sbtnba",1,0,0,0,0,0,0
"sbtoiba",1,0,0,0,0,0,0
"sbtoiindianewsba",2,0,0,0,0,0,0
"sbtrsba",1,0,0,0,0,0,0
"sbtwitterba",1,0,0,0,0,0,0
"sbuclba",5,0,0,0,0,0,0
"sbunba",26,0,0,0,0,0,0
"sbunescoba",26,0,0,0,0,0,0
"sbunitedapba",2,0,0,0,0,0,0
"sbupaachivementsba",5,0,0,0,0,0,0
"sbupaba",13,1,0,0,0,0,0
"sbupafinalgambleba",1,0,0,0,0,0,0
"sbupagovtba",1,0,0,0,0,0,0
"sbupastudentsba",0,1,0,0,0,0,0
"sbvamsitrimba",1,0,0,0,0,0,0
"sbvarmanicsba",1,0,0,0,0,0,0
"sbvibhasaysba",1,0,0,0,0,0,0
"sbvijaygoelbjpba",1,0,0,0,0,0,0
"sbvikramwkarveba",1,0,0,0,0,0,0
"sbvinodsharmaba",0,1,0,0,0,0,0
"sbvinodstuba",1,0,0,0,0,0,0
"sbvkbhosaleba",1,0,0,0,0,0,0
"sbvotedbritawardsba",12,0,0,0,0,0,0
"sbwaglenikhilba",3,0,0,0,0,0,0
"sbwatchba",1,0,0,0,0,0,0
"sbwecantdateifba",9,0,0,0,0,0,0
"sbwhattheffactsba",0,0,0,1,0,0,0
"sbwherzmynobelbaquot",1,0,0,0,0,0,0
"sbwhylsblackoutba",1,0,0,0,0,0,0
"sbwithcongressba",1,0,0,0,0,0,0
"sbwithrgba",6,0,0,0,0,0,0
"sbwomenba",1,0,0,0,0,0,0
"sbwomenempowermentba",1,0,0,0,0,0,0
"sbworldba",1,0,0,0,0,0,0
"sbwsjindiaba",1,0,0,0,0,0,0
"sbyamgotvba",1,0,0,0,0,0,0
"sbyocongbjpsoconstitutionalba",11,0,0,0,0,0,0
"sbyocongbjpsoconstitutionalbaquot",1,0,0,0,0,0,0
"sbyogicongressba",3,0,0,0,0,0,0
"sbyogrishiramdevba",1,0,0,0,0,0,0
"sbyoutubeba",6,0,0,0,0,0,0
"sbyuvadeshba",1,0,0,0,0,0,0
"sbyuvaitvba",1,0,0,0,0,0,0
"scam",0,0,1,0,0,0,0
"sceme",1,0,0,0,0,0,0
"scene",0,0,0,1,0,0,0
"schemesibnl",1,0,0,0,0,0,0
"scholarship",1,0,0,0,0,0,0
"school",1,0,0,0,0,0,0
"screen",1,0,0,0,0,0,0
"scribe",0,1,0,0,0,0,0
"sealandampair",2,0,0,0,0,0,0
"season",1,0,0,0,0,0,0
"seat",10,0,0,3,0,0,0
"secularist",1,0,0,0,0,0,0
"secur",3,1,0,0,0,0,0
"see",5,7,0,0,0,0,0
"seea",1,0,0,0,0,0,0
"seek",11,0,0,0,0,0,0
"seem",1,0,0,0,0,0,0
"seemandhra",5,1,0,0,0,0,0
"seen",1,0,0,0,0,0,0
"seinfeld",3,0,0,0,0,0,0
"selfa",1,0,0,0,0,0,0
"seller",0,0,0,1,0,0,0
"send",6,0,0,0,0,0,0
"senior",1,0,0,0,0,0,0
"sentenc",1,0,0,0,0,0,0
"sep",1,0,0,0,0,0,0
"separ",3,0,0,0,0,0,0
"serious",2,0,0,0,0,0,0
"serv",2,0,0,0,0,0,0
"servic",9,0,0,0,0,0,0
"set",11,0,1,0,0,0,0
"seven",1,0,0,0,0,0,0
"sever",1,1,0,0,0,0,0
"shah",204,4,0,1,0,0,0
"shakti",2,0,0,0,0,0,0
"shallow",1,0,0,0,0,0,0
"shame",0,0,3,0,0,0,0
"shameless",1,0,0,0,0,0,0
"shamemeira",1,0,0,0,0,0,0
"shamerapeampmurd",0,0,0,0,0,1,0
"shape",0,1,0,0,0,0,0
"share",2,0,0,0,0,0,0
"she",3,1,0,0,0,0,0
"sheet",1,0,0,0,0,0,0
"sheldon",1,0,0,0,0,0,0
"shit",1,0,0,0,0,0,0
"short",1,2,0,0,0,0,0
"should",32,1,1,1,0,0,0
"shouldnt",1,0,0,0,0,0,0
"show",16,0,0,0,0,0,1
"shown",1,1,0,0,0,0,0
"shri",1,2,1,0,0,0,0
"shud",1,0,0,0,0,0,0
"shut",2,0,0,0,0,0,0
"shweta",1,0,0,0,0,0,0
"siddhramiah",2,0,0,0,0,0,0
"silenc",1,0,0,0,0,0,0
"silent",3,0,0,0,0,0,0
"silicon",1,0,0,0,0,0,0
"similar",16,0,0,0,0,0,0
"similarp",1,0,0,0,0,0,0
"simonovi",7,0,0,0,0,0,0
"simplist",1,0,0,0,0,0,0
"sing",0,1,0,0,0,0,0
"singh",4,0,0,0,0,0,0
"singl",1,0,0,1,0,0,0
"sir",2,1,0,0,0,0,0
"sister",6,0,0,0,0,0,0
"sisteract",2,0,0,0,0,0,0
"sisterdivyani",1,0,0,0,0,0,0
"sit",1,0,0,0,0,0,0
"site",1,0,0,0,0,0,0
"six",3,0,0,0,0,0,0
"slam",2,0,0,0,0,0,1
"slap",1,0,0,0,0,0,0
"sleep",6,1,0,0,0,0,0
"smart",1,1,0,0,0,0,0
"smarter",1,0,0,0,0,0,0
"smartphon",1,0,0,0,0,0,0
"smuggl",0,0,0,1,0,0,0
"snub",1,0,0,0,0,0,0
"soch",0,0,0,0,1,0,0
"social",1,0,0,0,0,0,0
"socialpolit",1,0,0,0,0,0,0
"solut",0,0,0,0,0,1,0
"solv",2,0,0,0,0,0,0
"some",5,0,0,0,0,1,1
"somebodi",2,0,0,0,0,0,0
"somel",1,0,0,0,0,0,0
"someon",4,1,0,0,0,0,0
"someth",1,1,0,0,0,0,0
"somethingrahul",1,0,0,0,0,0,0
"somewher",1,0,0,0,0,0,0
"somewheremodi",0,1,0,0,0,0,0
"son",6,0,0,0,0,0,0
"sonam",1,0,0,0,0,0,0
"song",3,0,0,0,0,0,0
"sonia",16,2,0,2,1,0,0
"soniarahul",2,0,0,0,0,0,0
"soniarajeev",2,0,0,0,0,0,0
"soon",0,0,1,0,0,0,0
"soonand",0,0,0,1,0,0,0
"sorri",0,0,3,0,0,0,0
"sought",1,0,0,0,0,0,0
"sound",1,3,0,0,0,0,0
"spare",2,0,0,0,0,0,0
"speak",8,2,0,0,0,0,0
"speci",1,0,0,0,0,0,0
"special",1,0,0,0,0,0,0
"specul",1,0,0,0,0,0,0
"speech",5,0,1,0,0,1,0
"spend",1,0,0,0,0,0,0
"spent",1,0,0,1,0,0,0
"spk",1,0,0,0,0,0,0
"spread",1,0,0,0,0,0,0
"sri",3,0,0,0,0,0,0
"stab",1,0,0,0,0,0,0
"stage",0,0,0,0,0,2,0
"stamp",1,0,0,0,0,0,0
"standard",1,0,0,0,0,0,0
"standarda",1,0,0,0,0,0,0
"star",0,1,0,0,0,0,0
"starbuck",5,0,0,0,0,0,0
"stark",0,1,0,0,0,0,0
"start",3,1,0,0,0,0,0
"state",30,0,0,0,1,1,0
"statement",1,1,0,0,0,0,0
"station",6,0,0,0,0,0,0
"stay",1,1,0,0,0,0,0
"step",1,0,0,0,0,0,0
"stephen",1,0,0,0,0,0,0
"still",10,1,1,0,0,0,0
"sting",1,0,0,0,0,0,0
"stocksa",1,0,0,0,0,0,0
"stone",1,0,1,0,0,0,0
"stonerail",1,0,0,0,0,0,0
"stoop",0,0,2,0,0,0,0
"stop",6,1,0,0,0,0,0
"strategi",1,0,0,0,0,0,0
"street",2,0,0,0,0,0,0
"strike",0,1,0,0,0,0,0
"stuck",0,1,0,0,0,0,0
"student",2,1,0,0,0,0,0
"studi",1,0,0,0,0,0,0
"stupid",0,0,0,0,3,0,0
"subah",2,0,0,0,0,0,0
"submit",4,0,0,0,0,0,0
"subramanian",3,0,0,1,0,0,0
"subsidi",0,1,0,0,0,0,0
"succeed",0,0,1,0,0,0,0
"succes",0,1,0,0,0,0,0
"success",0,1,0,0,0,0,0
"such",1,0,2,0,0,0,0
"suchard",1,0,0,0,0,0,0
"sucid",1,0,0,0,0,0,0
"suck",1,0,0,0,0,0,0
"suffer",0,0,1,0,0,0,0
"sufferinga",0,0,0,0,1,0,0
"suicid",0,1,1,0,0,0,0
"sunday",2,0,0,0,0,0,0
"super",0,3,0,0,0,0,0
"superdynam",0,2,0,0,0,0,0
"superior",0,1,0,0,0,0,0
"suppli",1,0,0,0,0,0,0
"support",11,2,0,0,0,0,0
"supporta",4,0,0,0,0,0,0
"supportedquot",1,0,0,0,0,0,0
"suppos",1,0,0,0,0,0,0
"suprem",28,1,0,0,0,0,0
"supremo",1,0,0,0,0,0,0
"sure",6,0,0,0,1,0,0
"suresh",0,0,1,0,0,0,0
"surround",0,1,0,0,0,0,0
"sushma",10,0,0,0,1,0,0
"sushmaswaraj",1,0,0,0,0,0,0
"swami",3,0,0,1,0,0,0
"swaraj",6,0,0,0,1,0,0
"syndic",0,1,0,0,0,0,0
"syrup",1,0,0,0,0,0,0
"system",3,1,1,0,0,0,0
"systemopen",1,0,0,0,0,0,0
"tactic",1,0,0,0,0,0,0
"tak",1,0,0,0,0,0,0
"take",8,7,0,2,0,1,0
"taken",2,0,0,0,0,0,0
"tale",1,0,0,0,0,0,0
"talengana",1,0,0,0,0,0,0
"taliban",1,0,0,0,0,0,0
"talk",18,2,0,1,0,0,0
"talkin",1,0,0,0,0,0,0
"tanisha",3,0,0,0,0,0,0
"targetblank",119,12,0,2,0,0,0
"tast",0,1,0,0,0,0,0
"taunt",0,0,0,1,0,0,0
"tax",40,1,2,0,0,0,0
"teacher",0,1,0,0,0,0,0
"team",21,0,0,0,0,0,0
"tear",1,0,2,0,0,0,0
"tech",1,0,0,0,0,0,0
"technic",6,1,0,0,0,0,0
"telangana",22,1,1,1,0,0,0
"telanganaleav",1,0,0,0,0,0,0
"telecast",3,1,0,0,0,0,0
"teleco",1,0,0,0,0,0,0
"telecom",11,0,0,0,0,0,0
"telegraph",1,0,0,0,0,0,0
"telengana",3,1,0,0,0,0,0
"telephon",1,0,0,0,0,0,0
"tell",4,2,0,0,0,0,0
"telm",0,0,1,0,0,0,0
"tendulkar",1,0,0,0,0,0,0
"teri",1,0,0,0,0,0,0
"terorist",1,0,0,0,0,0,0
"terrorist",2,0,0,0,0,0,0
"test",1,0,0,0,0,0,0
"tge",1,0,0,0,0,0,0
"than",12,3,0,0,0,0,0
"thank",3,2,0,0,0,0,0
"that",30,5,2,1,2,0,0
"thatlead",0,0,1,0,0,0,0
"thatswhi",0,0,0,0,0,1,0
"the",644,34,16,9,2,3,2
"thecror",1,0,0,0,0,0,0
"their",6,1,0,0,0,0,0
"them",7,2,0,0,0,0,0
"theme",2,0,0,0,0,0,0
"themon",1,0,0,0,0,0,0
"themselv",12,0,0,0,0,0,0
"then",9,0,0,1,0,0,0
"thena",1,0,0,0,0,0,0
"thenveri",1,0,0,0,0,0,0
"there",8,3,0,0,0,0,0
"thereaaj",1,0,0,0,0,0,0
"these",2,0,0,0,1,0,0
"they",10,1,3,0,1,0,0
"thi",0,1,0,0,0,0,0
"thing",2,1,0,0,0,0,0
"thingquot",1,0,0,0,0,0,0
"think",17,3,1,0,0,0,0
"this",31,3,4,0,1,0,0
"thisampdat",1,0,0,0,0,0,0
"thisrahul",1,0,0,0,0,0,0
"thm",1,0,0,0,0,0,0
"thn",0,1,0,0,0,0,0
"those",1,0,0,0,0,0,0
"thosemag",2,0,0,0,0,0,0
"though",1,0,0,0,0,0,0
"thought",6,0,1,0,0,0,0
"thr",0,1,0,0,0,0,0
"threaten",1,0,0,0,0,0,0
"three",0,2,0,0,1,0,0
"throne",1,0,0,0,0,0,0
"through",0,1,1,0,0,0,0
"throw",0,0,1,0,0,0,0
"thts",0,1,0,0,0,0,0
"ticket",3,0,2,0,0,0,0
"till",5,0,0,0,0,0,0
"tiloi",1,0,0,0,0,0,0
"tim",1,0,0,0,0,0,0
"time",27,3,0,0,0,0,0
"timesbroken",1,0,0,0,0,0,0
"timesnow",1,0,0,0,0,0,0
"timesrahul",1,0,0,0,0,0,0
"timeth",1,0,0,0,0,0,0
"tire",0,0,0,0,0,0,1
"tis",1,0,0,0,0,0,0
"titl",119,12,0,2,0,0,0
"tiwari",1,1,0,0,0,0,0
"today",40,3,0,0,0,0,0
"todayh",1,0,0,0,0,0,0
"todayquot",4,0,0,0,0,0,0
"todayze",6,0,0,0,0,0,0
"togeth",0,1,0,0,0,0,0
"toi",0,1,0,0,0,0,0
"told",1,0,0,0,0,0,0
"tomorrow",2,0,1,0,0,0,0
"tomorrowquot",1,0,0,0,0,0,0
"tomtom",1,0,0,0,0,0,0
"ton",1,0,0,0,0,0,0
"toni",16,0,0,0,0,0,0
"tonight",8,0,0,0,0,0,0
"too",4,2,0,0,0,0,0
"tooa",1,0,0,0,0,0,0
"tooboth",1,0,0,0,0,0,0
"took",2,0,0,0,0,0,0
"top",0,0,0,0,1,0,0
"topic",0,1,0,0,0,0,0
"touch",1,1,0,0,0,0,0
"tough",1,0,0,0,0,0,0
"toward",7,0,1,0,0,0,0
"traci",1,0,0,0,0,0,0
"track",0,1,0,0,0,0,0
"tradit",1,0,0,0,0,0,0
"traffic",1,0,1,0,0,0,0
"train",0,0,0,1,0,0,0
"transmiss",1,0,0,0,0,0,0
"transpar",4,1,0,0,0,0,0
"treat",1,0,0,0,0,0,0
"tremend",0,0,0,0,1,0,0
"trevintildeo",2,0,0,0,0,0,0
"tri",4,0,2,0,0,0,0
"trick",1,0,0,0,0,0,0
"triniti",5,0,0,0,0,1,0
"trip",1,0,0,0,0,0,0
"trp",27,0,0,0,0,0,0
"trs",9,0,0,0,0,0,0
"true",3,0,0,0,0,0,0
"truth",2,0,0,0,0,0,0
"tsupprtr",1,0,0,0,0,0,0
"tumkur",1,0,0,0,0,0,0
"tumkurlan",0,1,0,0,0,0,0
"tums",1,0,0,0,0,0,0
"tutor",0,1,0,0,0,0,0
"tvwould",1,0,0,0,0,0,0
"tweet",2,0,1,0,0,0,0
"twitter",4,0,0,0,0,0,0
"two",1,0,0,0,0,0,0
"type",2,0,0,0,0,0,0
"tyre",0,1,0,0,0,0,0
"ucuza",6,0,0,0,0,0,0
"uday",1,0,0,0,0,0,0
"ukbas",2,0,0,0,0,0,0
"ukrain",1,0,0,0,0,0,0
"unconstitutionali",1,0,0,0,0,0,0
"under",1,4,0,0,0,0,0
"understand",2,1,0,0,0,0,0
"underwhelm",0,0,0,0,0,1,0
"undr",0,1,0,0,0,0,0
"unfit",9,0,0,0,0,0,0
"unforgiv",0,0,0,0,1,0,0
"unitednarendra",1,0,0,0,0,0,0
"univers",1,1,0,0,0,0,0
"unka",1,0,0,0,0,0,0
"unlikea",0,1,0,0,0,0,0
"unlimit",1,0,0,0,0,0,0
"unwil",1,0,0,0,0,0,0
"upa",7,1,0,0,0,0,0
"upcom",0,1,0,0,0,0,0
"updat",1,0,0,0,0,0,0
"upload",1,0,0,0,0,0,0
"upon",1,0,0,0,0,0,0
"upset",1,0,0,0,0,0,0
"uptil",1,0,0,0,0,0,0
"upton",5,0,0,0,0,0,0
"urg",1,1,0,0,0,0,0
"urgent",1,0,0,0,0,0,0
"use",5,1,1,0,0,0,0
"useelect",1,0,0,0,0,0,0
"usquot",1,0,0,0,0,0,0
"ustaellerdesin",1,0,0,0,0,0,0
"uttar",1,0,0,0,0,0,0
"vald",5,0,0,0,0,0,0
"valley",1,0,0,0,0,0,0
"various",0,0,0,1,0,0,0
"veerababu",1,0,0,0,0,0,0
"venezuela",3,0,0,0,0,0,0
"veri",1,0,1,0,0,0,0
"verland",12,0,0,0,0,0,0
"version",1,0,0,0,0,0,0
"vgambala",0,1,0,0,0,0,0
"via",9,0,0,0,0,0,0
"vice",10,0,0,0,0,0,0
"vicepresid",1,1,0,0,0,0,0
"video",3,0,0,0,0,0,0
"view",1,0,0,0,0,0,0
"viewership",1,0,0,0,0,0,0
"viewgt",0,0,0,2,0,0,0
"vijay",1,0,0,0,0,0,0
"vijayawada",1,0,0,0,0,0,0
"villag",6,0,0,0,0,0,0
"villg",1,0,0,0,0,0,0
"vinc",1,0,0,0,0,0,0
"vinci",12,0,0,0,0,1,0
"vincii",0,1,0,0,0,0,0
"vinsiquot",2,0,0,0,0,0,0
"violenc",1,0,0,0,0,0,0
"virgin",6,0,0,0,0,0,0
"vishwa",14,0,0,0,0,0,0
"vishwash",1,0,0,0,0,0,0
"vishwasquot",1,0,0,0,0,0,0
"visibl",1,0,0,0,0,0,0
"vision",1,0,0,0,0,0,0
"visit",26,1,0,0,0,0,0
"visitgt",2,0,0,0,0,0,0
"vizag",1,0,0,0,0,0,0
"voic",1,0,0,0,0,0,0
"vote",13,2,0,2,0,1,0
"voterahul",0,0,1,0,0,0,0
"waah",2,0,0,0,0,0,0
"wait",2,0,1,0,0,0,0
"waitwatch",1,0,0,0,0,0,0
"wala",1,0,0,0,0,0,0
"walk",0,2,0,0,0,0,0
"want",24,2,0,1,0,0,0
"wantsa",1,0,0,0,0,0,0
"warn",2,0,0,0,0,0,0
"was",24,3,0,0,0,0,0
"wast",3,1,0,0,0,0,0
"wat",3,0,0,0,0,0,0
"watch",4,0,0,0,0,0,0
"way",4,3,0,0,0,0,0
"wealth",0,0,1,0,0,0,0
"wearer",1,0,0,0,0,0,0
"welcom",1,1,0,0,0,0,0
"welfar",1,0,0,0,0,0,0
"well",4,0,1,0,0,0,0
"wen",1,0,0,0,0,0,0
"went",3,0,0,0,0,0,0
"were",0,2,1,0,0,0,0
"west",2,0,0,0,0,0,0
"what",23,3,2,1,0,0,0
"whatev",2,0,0,0,0,0,0
"whatsapp",1,0,0,0,0,0,0
"when",13,6,0,0,0,0,0
"whenev",1,0,0,0,0,0,0
"where",4,0,0,0,1,0,0
"wherea",2,0,0,0,0,0,0
"whether",1,0,0,0,0,0,0
"whi",31,4,1,2,0,0,0
"which",8,2,0,0,0,1,0
"while",2,0,0,0,0,0,0
"white",1,0,0,0,0,0,0
"whitewash",0,0,1,0,0,0,0
"who",16,3,1,0,0,0,0
"whole",3,0,0,0,0,0,0
"whom",1,1,0,2,0,0,0
"whome",1,0,0,0,0,0,0
"whos",2,0,0,0,0,0,0
"whose",2,0,0,0,0,0,0
"wht",8,0,0,0,0,0,0
"whys",1,0,0,0,0,0,0
"wid",1,0,0,0,0,0,0
"wife",1,0,0,0,0,0,0
"wil",2,0,0,0,0,0,0
"will",73,7,9,0,0,0,0
"win",2,0,0,0,0,0,0
"winless",1,0,0,0,0,0,0
"winner",1,0,0,0,0,0,0
"wise",1,0,0,0,0,0,0
"wish",1,0,0,0,1,0,0
"witch",778,16,6,6,0,0,0
"with",43,3,1,3,1,0,0
"withbranch",1,0,0,0,0,0,0
"withdraw",1,0,0,0,0,0,0
"without",4,0,0,0,0,0,0
"woman",6,1,0,1,1,0,0
"women",28,8,0,0,3,0,0
"won",1,0,0,0,0,0,0
"wonder",5,0,0,1,1,0,0
"wont",4,2,0,0,0,0,0
"word",6,0,0,0,0,0,0
"work",8,0,0,0,0,0,0
"world",5,0,1,0,0,0,0
"worldgtdetail",2,0,0,0,0,0,0
"worri",4,0,0,0,0,0,0
"worst",2,0,0,0,0,0,0
"worth",1,0,0,0,0,0,0
"would",10,1,1,0,0,0,0
"wouldv",1,0,0,0,0,0,0
"wow",0,1,0,0,0,0,0
"write",2,1,0,0,0,0,0
"wrk",0,1,0,0,0,0,0
"wrld",1,0,0,0,0,0,0
"wrong",2,1,0,0,0,0,0
"wtfri",0,0,1,0,0,0,0
"wud",1,0,0,0,0,0,0
"xpertbut",1,0,0,0,0,0,0
"yadav",5,0,0,0,0,0,0
"yadavelect",1,0,0,0,0,0,0
"yapar",6,0,0,0,0,0,0
"year",0,1,0,0,0,0,0
"yearrahul",2,0,0,0,0,0,0
"yeddyurappa",1,0,0,0,0,0,0
"yesterday",1,0,0,0,0,0,0
"yet",4,0,0,0,0,0,0
"yog",1,0,0,0,0,0,0
"yogendra",3,0,0,0,0,0,0
"yojna",0,0,1,0,0,0,0
"you",34,5,1,0,0,0,0
"youa",5,3,0,0,0,0,0
"youknowwho",1,0,0,0,0,0,0
"young",14,9,0,0,0,0,0
"youngistaan",2,0,0,0,0,0,0
"youngistaantim",2,0,0,0,0,0,0
"your",12,1,0,0,0,1,0
"yourself",0,1,0,0,0,0,0
"yourselv",0,0,0,0,0,0,1
"youth",4,0,0,0,0,0,0
"youthblah",1,0,0,0,0,0,0
"youtub",1,0,0,0,0,0,0
"yrs",1,1,1,0,0,0,1
"ysr",8,0,0,0,0,0,0
"yuckendra",1,0,0,0,0,0,0
"yuvanetha",1,0,0,0,0,0,0
"zaynmalik",4,0,0,0,0,0,0
